job_id,mode,size_tag,size_millions,epochs,train_max_anchors,neg_samples,batch_size,params_trainable,params_total,best_epoch,best_loss,best_accuracy,best_auroc,best_aupr,best_prot_ppl,best_drug_ppl
1450613,logicl,8M,8,20,100000,2,4,4686083,98161085,19,2.0264075975865126,0.6796875,0.7813720703125,0.6938224966288544,,
1450615,logicl,35M,35,20,100000,2,4,9420643,128756085,18,1.9052772475406528,0.7255859375,0.8082275390625,0.7177833652822301,,
1450617,logicl,150M,150,20,100000,2,4,15947203,249741725,18,1.8154536192305386,0.6943359375,0.7938232421875,0.7100848825648427,,
1450612,mlm,8M,8,100,150000,0,8,4686083,98161085,100,0.40575500414706767,,,,2.2056576089556326,1.0602220411387486
1450614,mlm,35M,35,100,150000,0,8,9420643,128756085,100,0.18888624152168632,,,,1.4088074044582786,1.0577934093237562
1450616,mlm,150M,150,100,150000,0,8,15947203,249741725,100,0.10538734146393836,,,,1.181308205764442,1.0553791769716394
